00407	1540707	Sabec	Drago	0001000
00409	1540963	STUPICA	TATJANA	0001000
00410	1541219	SPILER	ERIK	1000000
00411	1541475	SKERL	FRANCE	1000000
00412	1541731	Krizaj	Igor	1010000
00413	1541987	Selih	Alenka	0000100
00414	1542243	SRIBAR	VINCENCIJ	1000000
00416	1542499	GRILEC	BOJAN	1000000
00418	1542755	TAVCAR	DANILO	1000000
00419	1543011	TABOR	LUDVIK	0000010
00420	1543267	TOPLAK	JOZEF	1000000
00421	1543523	Tercelj	Dusan	0001000
00422	1543779	Trost	Ferdinand	0000100
00423	1544035	TRAVEN	TEREZIJA	1000000
00425	1544291	Toporisic	Jozef	0000010
00426	1544547	JEROMEN	FRANC	1000000
00427	1544803	URBAS	JOZA	1000000
00428	1545059	UDERMAN	BORIS	1000000
00429	1545315	URBANCIC	IVAN	1000000
00431	1545571	VARL	BOJAN	1000000
00432	1545827	Vrbic	Vitomir	0010000
00433	1546083	VOZELJ	MARJAN	1000000
00434	1546339	VERBIC	JANEZ	0001000
00435	1546595	Vrabl	Stojan	0001000
00436	1546851	VRISER	SERGEJ	0000010
00438	1547107	VILFAN	SERGIJ	0000010
00439	1547363	VAVPETIC	LADO	1000000
00440	1289827	ZAFOSNIK	ANTON	0001000
00441	1547875	ZAJC-SATLER	JADRANKA	1000000
00443	1548131	ZORN	ANTON	1000000
00444	1548387	ZUPANCIC	ANDREJ	1000000
00445	1548643	Zgajnar	Janez	0001000
00446	1548899	Zust	Janko	0001000
00447	1549155	ZELEZNIK	ZORAN	0001000
00448	1549411	ZELEZNIKAR	IVA	1000000
00449	1549667	Dolenc	Iztok	1000000
00450	1549923	ZLEBNIK	LJUBO	0000010
00451	1550179	Koncnik	Drago	0100000
00455	1550435	KUNAVER	JANEZ	1000000
00456	1550691	Volavsek	Bogdan	1000000
00457	1550947	Us-Krasovec	Marija	0010000
00459	1551203	Andolsek-Jeras	Lidija	0010000
00460	1551459	GSPAN	MATEJA	0000100
00462	1551715	Colnaric	Joze	0001000
00464	1551971	Keber	Janez	0000010
00466	1552227	SAKSIDA	STANE	0000100
00468	1552483	STEPKO	DRAGA	1000000
00470	1552739	MIKULIC	OTON	0100000
00471	1552995	VOGELNIK	DOLFE	1000000
00472	1553251	HRIBAR	SPOMENKA	0000100
00475	1553507	Music	Vladimir	0000100
00476	1553763	AVCIN	FRANCE	1000000
00477	1554019	OGNJANOVIC	DRAGOSLAV	0100000
00478	1554275	Prelovsek	Damjan	0000010
00479	1554531	ARZENSEK	VLADIMIR	1000000
00480	1554787	PAHOR	MARJAN	1000000
00481	1555043	Belec	Borut	0000010
00484	1555299	Blazeka	Vesna	1000000
00485	1555555	Plesnicar	Stojan	0010000
00486	1555811	Oresnik	Andrej	0001000
00487	1556067	SUHADOLNIK	STANE	1000000
00488	1556323	Vriser	Igor	0001000
00489	1556579	JARC	VALENTIN	1000000
00490	1556835	Cerne	Franc	0001000
00492	67509347	Pohar	Jure	0100000
00493	35533155	PORENTA	MARKO	1000000
00494	1557347	Hribar	Valentin	0000010
00497	1557603	Senk	Leon	0001000
00498	1557859	BOEHM	OSKAR	1000000
00500	1558115	Maticetov	Milko	0000010
00501	1558371	RAVNIKAR	BRUNO	1000000
00502	1558627	RAZPOTNIK	ALES	0100000
00506	1558883	LAVRAC	IVAN	1000000
00507	1559139	MUREN	HINKO	1000000
00508	1559395	JERI	JANKO	1000000
00509	1559651	Pehani	Beno	0100000
00510	1559907	HINTERLECHNER-RAVNIK	ANA	1000000
00511	1560163	RIJAVEC	JULIJANA	1000000
00512	1560419	Lapajne	Janez	0100000
00513	1560675	Premru	Uros	1000000
00514	1560931	STERN	JANEZ	1000000
00515	1561187	CEBULJ	AUGUST	1000000
00517	1561443	Kalisnik	Miroslav	0010000
00518	1561699	Barbic	Ana	0001000
00519	1561955	JANZEKOVIC	ZORA	1000000
00521	1562211	SKERJANC	ANTON	1000000
00522	1562467	SIRNIK	VELIMIR	1000000
00523	1562723	Turk	Srdan	1000000
00524	1562979	OSABEN	JANEZ	1000000
00526	1563235	Vodopivec	Florjan	0100000
00527	1563491	BERCIC	JANKO	1000000
00528	1563747	Brumec	Viljem	0010000
00529	1564003	Megusar	France	0001000
00531	1564259	KOLARIC	JOZE	1000000
00532	1564515	Korosec	Joze	0001000
00533	1564771	Silc	Joze	1000000
00534	1565027	Leitgeb	Maja	0100000
00535	1565283	REPANSEK	VIKTOR	1000000
00536	1565539	AVSIC	SILVA	0001000
00537	1565795	Cerne	Mihaela	0001000
00538	1566051	STERN	VILKO	1000000
00539	1566307	SEGA	DRAGO	1000000
00541	1566563	VIDMAR	ANTON	1000000
00542	1566819	Jan	Jurij	1000000
00543	1567075	STIRN	JOZE	1000000
00544	1567331	JOSIPOVIC	DRAGOMIR	1000000
00545	1567587	HERNJA	STANISLAV	1000000
00546	1567843	PETKOVSEK	ZDRAVKO	1000000
00547	1568099	BAJT	ALEKSANDER	0000100
00548	1568355	ISKRA	MIRAN	1000000
00550	1568611	POVSE	ANTON	1000000
00551	1568867	Sturm	Lovro	0000100
00552	1569123	Kobal	Milos	0010000
00553	1569379	Zolnir	Milan	0001000
00554	1569635	FERENC	ANTON	0000010
00555	1569891	Opresnik	Marko	1100000
00556	1570147	Mikec	Darko	0100000
00557	1570403	Bobek	Dusan	0000100
00558	1570659	VEZJAK	DANILO	0000100
00559	1570915	Oresnik	Janez	0000010
00560	1571171	MODIC	ROMAN	1000000
00561	1571427	Kremensek	Vekoslav	0000010
00562	1571683	Marentic Pozarnik	Bara	0000100
00563	1571939	Japelj	Mihael	1100000
00564	1572195	HABIC	PETER	1000000
00565	1572451	Winkler	Iztok	0001000
00566	1572707	Grosman	Meta	0000010
00570	1572963	ZAVRSNIK	DUSAN	0010000
00575	1573219	GABROVSEK	MARIN	1000000
00576	1573475	FETTICH	JANEZ	1000000
00577	1573731	Spanring	Joze	0001000
00578	1573987	BLEIWEIS	JANKO	1000000
00579	1574243	Vodovnik	Lojze	0100000
00580	1574499	Ivanjko	Sime	0000100
00582	1574755	Gaberscek	Miran	1100000
00585	1575011	BIEDRZYCKI	WOJCIECH	1000000
00586	1575267	VIDMAR	JOSIP	1000000
00587	1575523	FRLEC	BORIS	1000000
00588	1575779	Smalc	Andrej	1000000
00590	1576035	OBERSNU	TONE	0100000
00591	1576291	RIBARIC	MARIJAN	1000000
00592	1576547	Stiplovsek	Miroslav	0000010
00593	1576803	Benko	Vladimir	0000100
00594	1577059	RIGLER	JAKOB	1000000
00595	1577315	OSREDKAR	MILAN	1000000
00596	1577571	ZUPANCIC	MIRKO	1000000
00597	1577827	DRNOVSEK	JANKO	1000000
